,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
2,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
3,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2
7,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,2
8,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,1,1,2,2,0,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,2,2,0,0
9,0,1,1,1,0,0,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
10,1,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
11,1,1,1,0,2,2,2,2,2,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1
12,1,1,0,0,0,2,2,2,2,2,1,1,1,1,0,0,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
13,1,1,1,0,2,2,2,2,0,0,0,1,1,1,0,0,1,2,0,2,2,2,0,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1
14,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,1,0,1,1,1,1,1,1,1
16,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0
21,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0
22,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1
